#      BLOCK:      ACTUAL_TE:           TE_AVE:             ERROR:
       418               -0.76       -0.7722488038      0.004348336128
       419               -0.76       -0.7722195704      0.004338056503
       420               -0.76       -0.7721904762       0.00432782536
       421               -0.76       -0.7721615202      0.004317642356
       422               -0.68        -0.771943128      0.004312930727
       423                -0.6        -0.771536643      0.004321847413
       424               -0.68       -0.7713207547       0.00431704312
       425               -0.76       -0.7712941176      0.004306967549
       426               -0.76       -0.7712676056      0.004296938895
       427               -0.84       -0.7714285714      0.004289889682
       428               -0.84        -0.771588785      0.004282857263
       429               -0.84       -0.7717482517      0.004275841651
       430               -0.76       -0.7717209302      0.004265985121
       431               -0.76       -0.7716937355      0.004256173923
       432               -0.68       -0.7714814815      0.004251610894
       433               -0.68       -0.7712702079      0.004247038056
       434               -0.68       -0.7710599078      0.004242455758
       435               -0.76       -0.7710344828      0.004232779172
       436                -0.6       -0.7706422018      0.004241209701
       437               -0.84       -0.7708009153      0.004234473043
       438               -0.76       -0.7707762557      0.004224877099
       439               -0.76       -0.7707517084      0.004215324545
       440               -0.68       -0.7705454545      0.004210787192
       441               -0.76        -0.770521542       0.00420130682
       442               -0.84        -0.770678733      0.004194741207
       443               -0.84       -0.7708352144      0.004188189954
       444               -0.68       -0.7706306306      0.004183750843
       445               -0.76       -0.7706067416      0.004174417358
       446               -0.92        -0.770941704       0.00417847505
       447               -0.92       -0.7712751678      0.004182412124
       448               -0.84       -0.7714285714      0.004175888725
       449               -0.68       -0.7712249443      0.004171550042
       450               -0.76             -0.7712      0.004162354509
       451               -0.68       -0.7709977827      0.004158034544
       452               -0.68       -0.7707964602      0.004153706282
       453               -0.76       -0.7707726269      0.004144605327
       454               -0.76       -0.7707488987      0.004135544163
       455               -0.68       -0.7705494505      0.004131261726
       456                -0.6       -0.7701754386      0.004139097368
       457               -0.68       -0.7699781182       0.00413474095
       458               -0.68       -0.7697816594      0.004130377782
       459               -0.76       -0.7697603486      0.004121434114
       460               -0.76       -0.7697391304      0.004112529093
       461               -0.76       -0.7697180043      0.004103662467
       462               -0.84       -0.7698701299      0.004097598809
       463               -0.76       -0.7698488121      0.004088804156
       464               -0.84               -0.77      0.004082786288
       465               -0.84       -0.7701505376      0.004076780417
       466               -0.84       -0.7703004292       0.00407078657
       467               -0.84       -0.7704496788      0.004064804775
       468               -0.84       -0.7705982906      0.004058835055
       469               -0.76        -0.770575693      0.004050243729
       470               -0.84       -0.7707234043      0.004044318787
       471               -0.76       -0.7707006369      0.004035796206
       472               -0.84       -0.7708474576      0.004029915545
       473               -0.84       -0.7709936575      0.004024046732
       474               -0.84       -0.7711392405      0.004018189789
       475               -0.76       -0.7711157895      0.004009798874
       476               -0.76        -0.771092437      0.004001442927
       477               -0.76       -0.7710691824       0.00399312173
       478               -0.76       -0.7710460251      0.003984835066
       479               -0.68       -0.7708559499      0.003981046674
       480               -0.84              -0.771      0.003975358125
       481               -0.68       -0.7708108108      0.003971592598
       482               -0.76       -0.7707883817      0.003963416111
       483               -0.52       -0.7702691511       0.00398907641
       484               -0.76       -0.7702479339      0.003980890942
       485               -0.76       -0.7702268041      0.003972738995
